question,triage
"severe allergic reaction with tongue swelling following a seizure, happened to a 29 year old. Is this time critical?",urgent
"12 years old, him with severe sudden back pain and weakness in legs after a cycling accident. Really scared, advice please!",urgent
"My mother, aged 79, suddenly got loss of consciousness after a head injury when I woke up. Is this life-threatening?",urgent
"severe persistent headache and stiff neck with blue lips, happened to a 81 year old. Is this time critical?",urgent
"What should I do right now about severe abdominal pain with vomiting after a cycling accident? Age 10, boy.",urgent
Emergency? loss of consciousness after a head injury started when I woke up in a 60 year old .,urgent
"Is seizures with high fever when I woke up dangerous? Happened to my our housekeeper, 78 years old.",urgent
"What should I do right now about unable to speak and face drooping on one side after being stung by an insect? Age 55, him.",urgent
"My my patient, aged 35, suddenly got swallowing household product (poison ingestion) after a heated argument. Is this life-threatening?",urgent
"I am 22 years old him. Since when I tried to stand up, I have been having acute eye pain and sudden vision blurring. Should I go to the emergency room?",urgent
Emergency? acute eye pain and sudden vision blurring started when I tried to stand up in a 31 year old she.,urgent
"I live with a 12 year old man, now they are experiencing excruciating testicular pain and swelling after a heated argument. Do I need to act fast?",urgent
Observing breathing difficulty and wheezing after bee sting in 48 year old following heavy exertion. Should we go to ER?,urgent
"58 years old, boy with loss of consciousness after a head injury during the night. Really scared, advice please!",urgent
"Is acute eye pain and sudden vision blurring after a cycling accident dangerous? Happened to my sister, 72 years old.",urgent
"ER or wait? seizures with high fever during a meal, age 30.",urgent
I have major burns with skin peeling off since in the middle of the night. I am 67 years old. Emergency?,urgent
"I'm 38, boy, feeling mental confusion and agitation in elderly after returning from traveling abroad. Is this urgent?",urgent
Observing seizures with high fever in 68 year old woman with sweating and nausea. Should we go to ER?,urgent
"Is blood in stool with strong abdominal pain after a car accident dangerous? Happened to my our housekeeper, 88 years old.",urgent
Can you help? I'm a 7 year old woman and I just had severe persistent headache and stiff neck with sweating and nausea.,urgent
"Patient: 42 years, . Presents: severe sudden back pain and weakness in legs since this morning. Admission needed?",urgent
In what cases should someone with sudden chest tightness after intense exercise after intense abdominal cramps (age 80) seek emergency care?,urgent
"Patient: 30 years, she. Presents: sudden chest tightness after intense exercise after being stung by an insect. Admission needed?",urgent
"Do I need to worry about loss of movement in both arms after electric shock? I'm 87, him, it started as soon as I started running.",urgent
How urgent is severe allergic reaction with tongue swelling after a car accident for someone aged 9?,urgent
Emergency? difficulty speaking and weakness on one side of the body started after a cycling accident in a 59 year old she.,urgent
Observing sudden chest tightness after intense exercise in 15 year old him after being stung by an insect. Should we go to ER?,urgent
How urgent is vomiting and severe diarrhea in a small child just after taking my medication for someone aged 45?,urgent
"Patient: 46 years, . Presents: severe dehydration after prolonged vomiting with mental confusion. Admission needed?",urgent
"Worried! severe allergic reaction with tongue swelling started in my cousin, aged 35, when I woke up.",urgent
"Do I need to worry about sudden vision loss in one eye? I'm 24, her, it started following heavy exertion.",urgent
"I'm 64, girl, feeling not able to pass urine and distended abdomen with blue lips. Is this urgent?",urgent
Observing severe abdominal pain with vomiting in 81 year old woman after a car accident. Should we go to ER?,urgent
"seizures with high fever while exercising, happened to a 40 year old. Is this time critical?",urgent
"major burns with skin peeling off after a dental procedure, happened to a 32 year old. Is this time critical?",urgent
Emergency? broken bone visible through skin started while shopping in a 42 year old .,urgent
"Do I need to worry about acute eye pain and sudden vision blurring? I'm 81, woman, it started during the night.",urgent
I have major burns with skin peeling off since after intense abdominal cramps. I am 30 years old. Emergency?,urgent
I have mental confusion and agitation in elderly since after fainting at home. I am 83 years old. Emergency?,urgent
"Patient: 48 years, . Presents: seizures with high fever as soon as I started running. Admission needed?",urgent
My sister (88 years old) just developed sudden vision loss in one eye after an episode of choking. Should we call an ambulance?,urgent
"Is severe dehydration after prolonged vomiting with sweating and nausea dangerous? Happened to my my spouse, 35 years old.",urgent
"ER or wait? severe abdominal pain with vomiting following a fall down the stairs, age 67.",urgent
In what cases should someone with very rapid irregular heartbeat and dizziness after a car accident (age 81) seek emergency care?,urgent
